employee_id,gender,age,education,recruitment_channel,length_of_service
59442,Male,37,Bachelors,other,10
12561,Male,28,Bachelors,other,4
40928,Male,24,Bachelors,other,2
24063,Male,27,Bachelors,sourcing,2
11999,Female,34,Bachelors,sourcing,7
33718,Male,40,Bachelors,other,10
27597,Male,30,Bachelors,other,3
12084,Male,30,Masters & above,sourcing,5
30255,Female,29,Bachelors,sourcing,4
41142,Male,28,Bachelors,other,1
64049,Male,35,Bachelors,other,10
16674,Male,34,Bachelors,sourcing,3
30017,Male,42,Masters & above,other,12
73059,Female,35,Masters & above,sourcing,9
40589,Male,39,Masters & above,other,4
4815,Male,34,Bachelors,other,7
31796,Male,30,Bachelors,sourcing,5
32087,Male,28,Bachelors,sourcing,1
70063,Male,28,Bachelors,other,2
34017,Female,54,Masters & above,other,5
62817,Male,30,Masters & above,sourcing,2
48900,Female,25,Bachelors,other,2
8983,Male,58,Bachelors,other,16
17351,Male,49,Bachelors,other,16
40115,Male,39,Bachelors,other,3
7108,Female,44,Masters & above,sourcing,13
78083,Male,31,Bachelors,other,8
69768,Male,42,Masters & above,other,6
33433,Male,39,Masters & above,sourcing,9
4672,Female,30,Bachelors,sourcing,2
42230,Male,23,Bachelors,other,2
69821,Male,34,Bachelors,sourcing,6
66305,Female,30,Bachelors,other,8
37369,Male,28,Bachelors,other,5
74767,Female,33,Masters & above,other,5
73014,Male,30,Bachelors,other,5
42780,Male,37,Bachelors,sourcing,9
59940,Female,37,Bachelors,other,10
25248,Male,32,Bachelors,other,5
52932,Male,28,Bachelors,other,1
38421,Male,31,Bachelors,sourcing,6
47834,Male,32,Bachelors,sourcing,7
64568,Female,35,Masters & above,sourcing,9
3859,Male,41,Masters & above,other,13
28649,Female,22,Below Secondary,other,1
59145,Male,48,Masters & above,sourcing,18
36569,Male,34,Bachelors,other,6
34588,Female,29,Bachelors,other,5
53716,Female,38,Masters & above,sourcing,8
71411,Male,36,Masters & above,other,9
36871,Female,30,Bachelors,other,3
54106,Female,44,Masters & above,other,3
38743,Male,27,Bachelors,sourcing,3
54907,Male,50,Bachelors,other,9
77568,Male,39,Masters & above,sourcing,8
47040,Female,42,Bachelors,sourcing,15
2705,Female,32,Bachelors,other,7
50713,Female,39,Bachelors,sourcing,2
30944,Male,51,Bachelors,sourcing,20
57864,Female,49,Masters & above,sourcing,20
32556,Male,32,Bachelors,other,3
65952,Female,29,Bachelors,sourcing,4
35996,Male,36,Masters & above,sourcing,2
49393,Male,35,Masters & above,sourcing,7
22523,Female,32,Bachelors,sourcing,7
18827,Male,33,Masters & above,sourcing,5
3727,Male,51,Masters & above,other,22
16080,Female,26,Bachelors,other,1
37021,Female,33,Bachelors,sourcing,5
51040,Male,29,Bachelors,sourcing,5
20888,Female,41,Masters & above,sourcing,7
214,Female,31,Bachelors,sourcing,4
35417,Male,35,Bachelors,sourcing,7
64494,Male,34,Masters & above,other,5
3627,Male,25,Bachelors,sourcing,2
31849,Female,29,Bachelors,sourcing,2
28691,Male,55,Bachelors,other,20
9800,Male,35,Bachelors,other,5
44963,Male,34,Bachelors,other,8
52488,Female,38,Masters & above,other,4
44960,Male,26,Below Secondary,other,1
24755,Male,60,Masters & above,other,17
66381,Male,29,Bachelors,referred,3
19556,Male,29,Bachelors,other,3
41146,Female,45,Bachelors,other,5
27861,Male,43,Bachelors,sourcing,4
43146,Female,32,Bachelors,other,5
64366,Female,28,Bachelors,other,4
54764,Female,34,Masters & above,other,3
15410,Male,35,Bachelors,sourcing,5
67671,Male,39,Bachelors,sourcing,9
73832,Male,30,Bachelors,sourcing,4
48225,Female,34,Masters & above,other,6
2897,Male,32,Bachelors,sourcing,3
57906,Male,34,Bachelors,other,5
18066,Male,35,Masters & above,sourcing,4
63387,Female,27,Bachelors,other,4
26286,Male,41,Bachelors,other,12
52912,Male,37,Bachelors,sourcing,2
59773,Male,30,Bachelors,other,2
19792,Male,35,Bachelors,sourcing,4
66559,Male,32,Bachelors,sourcing,7
41980,Male,36,Masters & above,other,7
76042,Male,41,Bachelors,sourcing,7
78096,Female,53,Bachelors,sourcing,26
8670,Male,26,Bachelors,other,4
31692,Male,33,Bachelors,sourcing,3
46671,Female,25,Bachelors,other,1
42148,Male,26,Below Secondary,other,4
66608,Male,33,Masters & above,other,3
70909,Male,28,Bachelors,other,3
31741,Male,51,Bachelors,sourcing,8
44475,Male,43,Masters & above,sourcing,14
38078,Male,44,Masters & above,other,2
23047,Male,43,Masters & above,sourcing,5
13325,Male,44,Masters & above,other,2
67060,Male,31,Bachelors,other,7
16286,Female,37,Masters & above,other,5
14103,Male,32,Bachelors,other,6
51857,Male,32,Bachelors,sourcing,3
1976,Male,41,Bachelors,sourcing,11
21410,Male,53,Bachelors,other,10
67306,Female,31,Bachelors,sourcing,3
26090,Female,53,Bachelors,other,12
68776,Male,28,Bachelors,sourcing,2
11894,Male,36,Bachelors,other,4
75587,Male,33,Bachelors,sourcing,2
23944,Male,31,Bachelors,other,5
11441,Male,25,Below Secondary,other,3
10528,Male,29,Bachelors,sourcing,2
61645,Female,39,Masters & above,sourcing,4
3495,Male,33,Bachelors,sourcing,7
15345,Female,28,Bachelors,sourcing,6
1394,Male,40,Masters & above,other,11
61475,Male,33,Bachelors,sourcing,4
75935,Male,32,Bachelors,other,7
39929,Male,24,Bachelors,sourcing,2
73020,Male,44,Bachelors,other,4
74685,Male,39,Masters & above,sourcing,4
39561,Male,40,Bachelors,other,4
66240,Male,39,Masters & above,sourcing,8
54702,Male,43,Bachelors,sourcing,15
61035,Male,35,Masters & above,sourcing,5
65505,Male,36,Bachelors,other,9
54286,Male,52,Bachelors,sourcing,13
61961,Female,34,Masters & above,sourcing,6
55345,Male,43,Bachelors,sourcing,12
73575,Male,27,Bachelors,other,5
64471,Male,47,Masters & above,other,6
53680,Male,29,Bachelors,sourcing,3
21010,Male,32,Bachelors,sourcing,6
53537,Male,37,Masters & above,sourcing,5
2489,Male,42,Masters & above,sourcing,8
2753,Female,28,Bachelors,sourcing,1
6512,Male,36,Masters & above,other,7
70533,Male,30,Bachelors,sourcing,2
39822,Male,48,Masters & above,other,20
54076,Female,37,Bachelors,sourcing,9
32269,Male,37,Masters & above,other,5
16515,Female,39,Masters & above,other,4
76503,Male,25,Bachelors,sourcing,1
68837,Male,28,Bachelors,other,4
34330,Male,47,Masters & above,sourcing,21
20985,Male,28,Bachelors,other,5
53522,Male,41,Masters & above,sourcing,3
20425,Female,28,Bachelors,other,4
31916,Male,40,Masters & above,sourcing,5
61539,Female,37,Bachelors,other,13
29552,Female,59,Masters & above,other,28
61124,Female,39,Bachelors,sourcing,10
55746,Male,20,Bachelors,sourcing,2
73842,Male,34,Bachelors,other,8
31974,Male,29,Bachelors,sourcing,3
51888,Male,29,Masters & above,referred,3
11341,Female,26,Bachelors,other,2
66654,Male,31,Bachelors,sourcing,1
45231,Male,31,Bachelors,other,10
22251,Female,40,Bachelors,sourcing,9
16770,Male,54,Masters & above,sourcing,18
32470,Male,34,Bachelors,other,10
49820,Male,24,Bachelors,sourcing,1
56738,Female,34,Bachelors,other,6
69967,Female,36,Masters & above,other,5
7051,Male,27,Bachelors,other,1
34644,Female,36,Bachelors,sourcing,2
21451,Male,42,Masters & above,other,3
75781,Male,28,Bachelors,sourcing,6
75181,Female,30,Bachelors,sourcing,6
38188,Male,35,Bachelors,other,8
72944,Male,29,Bachelors,sourcing,1
46780,Male,32,Bachelors,sourcing,7
56836,Male,36,Masters & above,other,7
25309,Male,29,Bachelors,sourcing,8
20112,Male,34,Bachelors,other,2
66820,Male,39,Bachelors,other,6
24298,Male,24,Bachelors,other,3
5803,Female,41,Bachelors,other,4
9595,Male,36,Bachelors,other,3
47056,Male,44,Masters & above,other,5
7470,Female,50,Masters & above,other,7
41965,Male,41,Masters & above,other,13
5478,Male,31,Bachelors,other,7
78072,Male,33,Masters & above,sourcing,4
62874,Male,32,Bachelors,sourcing,1
27852,Male,40,Bachelors,other,6
56311,Female,30,Bachelors,sourcing,4
29360,Male,34,Masters & above,sourcing,9
43485,Male,39,Masters & above,other,10
36625,Female,36,Masters & above,other,4
42995,Male,30,Bachelors,other,1
57157,Male,26,Bachelors,sourcing,2
69557,Male,28,Bachelors,other,7
41377,Female,34,Bachelors,sourcing,8
31645,Male,30,Bachelors,other,4
56199,Female,50,Bachelors,other,17
36485,Male,40,Masters & above,other,11
50374,Male,34,Masters & above,sourcing,7
60900,Male,38,Masters & above,sourcing,8
35690,Male,38,Masters & above,other,7
25668,Female,37,Bachelors,other,9
32740,Male,34,Masters & above,sourcing,7
60290,Male,35,Masters & above,sourcing,3
11667,Male,32,Masters & above,other,5
36618,Female,31,Masters & above,sourcing,3
58493,Male,56,Bachelors,sourcing,5
45458,Female,36,Bachelors,other,7
13698,Male,26,Bachelors,sourcing,1
5130,Male,53,Bachelors,sourcing,11
71534,Male,37,Bachelors,other,9
75082,Female,27,Bachelors,other,2
72033,Male,44,Bachelors,sourcing,16
69619,Male,29,Bachelors,other,2
11481,Male,29,Bachelors,other,4
20647,Female,32,Bachelors,other,7
40286,Female,30,Bachelors,sourcing,3
32007,Male,30,Bachelors,other,6
38774,Male,36,Bachelors,other,9
70473,Male,34,Masters & above,other,10
4788,Male,53,Bachelors,sourcing,12
55558,Male,34,Bachelors,sourcing,8
57125,Male,53,Bachelors,other,19
52000,Male,27,Bachelors,other,3
48088,Male,40,Bachelors,sourcing,5
68163,Male,41,Masters & above,sourcing,6
21086,Female,26,Bachelors,sourcing,3
72112,Female,28,Bachelors,other,5
66910,Male,31,Bachelors,sourcing,3
2491,Male,24,Bachelors,sourcing,2
35073,Male,52,Bachelors,other,9
13448,Female,35,Masters & above,sourcing,7
30402,Male,30,Bachelors,other,2
66510,Male,36,Bachelors,other,4
28939,Male,37,Masters & above,sourcing,2
25055,Female,29,Bachelors,sourcing,1
59421,Male,48,Bachelors,other,15
8898,Male,41,Bachelors,sourcing,2
71082,Male,47,Bachelors,other,4
78121,Male,24,Bachelors,sourcing,1
72825,Male,45,Masters & above,sourcing,6
47976,Male,42,Masters & above,sourcing,8
49920,Male,51,Bachelors,other,6
64382,Female,33,Bachelors,sourcing,2
54291,Male,48,Masters & above,sourcing,14
1613,Male,27,Bachelors,other,3
11147,Male,50,Masters & above,other,4
8788,Male,41,Bachelors,other,4
4252,Male,37,Bachelors,sourcing,12
73300,Male,26,Bachelors,other,3
56710,Female,37,Masters & above,other,4
16177,Male,40,Bachelors,sourcing,3
15636,Female,32,Bachelors,other,8
25314,Female,43,Masters & above,other,15
22201,Male,32,Bachelors,sourcing,2
34180,Male,26,Bachelors,sourcing,3
76721,Female,31,Bachelors,other,6
978,Female,36,Bachelors,other,10
60956,Female,30,Bachelors,other,6
48725,Male,31,Bachelors,other,5
48460,Female,29,Bachelors,other,3
68724,Female,41,Masters & above,other,2
38699,Female,29,Bachelors,other,1
73851,Female,35,Masters & above,sourcing,3
18546,Male,33,Masters & above,other,6
51241,Male,24,Bachelors,other,1
39269,Male,28,Bachelors,other,4
72708,Male,43,Masters & above,sourcing,4
1227,Male,31,Bachelors,other,2
21052,Male,24,Bachelors,sourcing,2
48229,Female,24,Below Secondary,sourcing,2
25308,Male,35,Bachelors,other,3
30799,Female,25,Bachelors,other,3
50863,Male,26,Bachelors,sourcing,2
49391,Male,27,Bachelors,other,4
70179,Female,35,Bachelors,other,4
37416,Female,33,Masters & above,other,3
7903,Female,28,Bachelors,sourcing,1
44633,Female,35,Masters & above,sourcing,5
8499,Female,39,Bachelors,other,5
19647,Female,31,Bachelors,other,4
67227,Male,46,Masters & above,other,6
23629,Male,29,Bachelors,other,2
16753,Male,41,Masters & above,sourcing,5
68396,Male,30,Bachelors,sourcing,4
48477,Male,42,Masters & above,other,12
51105,Male,26,Bachelors,other,3
33813,Male,49,Masters & above,other,4
69921,Male,29,Bachelors,other,1
57598,Male,31,Bachelors,sourcing,2
35600,Female,38,Masters & above,sourcing,7
4827,Male,43,Bachelors,sourcing,2
55837,Female,34,Bachelors,other,2
44491,Male,27,Bachelors,other,3
78144,Male,37,Masters & above,sourcing,5
2512,Male,39,Bachelors,other,12
28621,Male,26,Bachelors,sourcing,4
30526,Male,37,Bachelors,sourcing,7
12219,Male,24,Below Secondary,other,5
72946,Male,31,Bachelors,other,4
23428,Female,21,Below Secondary,other,2
64112,Male,27,Bachelors,other,3
59633,Male,25,Bachelors,other,3
14111,Male,31,Bachelors,other,7
23383,Male,28,Bachelors,other,5
26209,Female,27,Bachelors,other,4
51208,Female,39,Masters & above,sourcing,2
57910,Male,28,Masters & above,sourcing,2
77440,Male,30,Bachelors,other,3
66320,Male,35,Bachelors,sourcing,4
49506,Male,24,Below Secondary,sourcing,1
44978,Male,30,Bachelors,other,4
77880,Male,40,Masters & above,other,5
49034,Male,38,Masters & above,sourcing,3
6584,Male,30,Bachelors,sourcing,5
26001,Male,33,Bachelors,other,4
77781,Female,29,Bachelors,other,4
42035,Female,23,Below Secondary,other,2
59699,Male,32,Bachelors,sourcing,4
2388,Male,46,Bachelors,sourcing,6
9512,Male,27,Bachelors,other,3
8115,Female,26,Bachelors,other,1
10970,Female,29,Bachelors,other,8
56768,Male,36,Bachelors,other,9
61502,Female,30,Bachelors,other,3
72904,Male,33,Bachelors,sourcing,5
3836,Male,40,Bachelors,sourcing,6
54675,Male,32,Masters & above,other,1
45763,Male,24,Below Secondary,sourcing,2
75480,Female,35,Bachelors,sourcing,10
55185,Female,35,Masters & above,other,8
16366,Female,27,Bachelors,sourcing,5
42475,Male,48,Bachelors,other,8
53922,Male,30,Bachelors,sourcing,1
30332,Male,27,Bachelors,other,2
38669,Male,53,Bachelors,other,16
12554,Male,31,Bachelors,other,3
39219,Male,34,Bachelors,other,6
12129,Male,32,Masters & above,sourcing,3
24025,Male,31,Bachelors,other,2
53181,Male,32,Bachelors,other,3
15003,Female,44,Bachelors,referred,12
54572,Female,40,Masters & above,other,6
775,Female,35,Masters & above,other,6
59963,Male,35,Bachelors,other,5
16542,Male,28,Bachelors,other,2
36402,Male,28,Bachelors,sourcing,3
65599,Female,23,Below Secondary,other,1
66084,Female,31,Bachelors,other,2
3634,Male,29,Masters & above,other,2
74109,Male,34,Masters & above,sourcing,6
31032,Male,28,Bachelors,sourcing,1
13055,Male,39,Masters & above,sourcing,4
22044,Male,21,Bachelors,other,1
52087,Female,29,Bachelors,sourcing,2
47173,Male,21,Bachelors,other,1
10711,Male,40,Bachelors,sourcing,3
31217,Female,31,Bachelors,other,5
64907,Male,26,Bachelors,sourcing,2
3876,Male,24,Bachelors,other,2
23683,Male,33,Bachelors,other,9
51308,Male,31,Masters & above,other,7
32210,Male,33,Bachelors,other,5
77257,Male,29,Bachelors,sourcing,2
50878,Male,26,Bachelors,other,3
47603,Male,39,Masters & above,other,8
2522,Male,28,Bachelors,other,2
51695,Female,23,Below Secondary,other,2
23840,Male,48,Masters & above,other,17
54317,Male,36,Bachelors,other,7
9572,Male,31,Masters & above,other,7
39468,Male,36,Masters & above,other,2
30847,Male,27,Bachelors,other,6
17546,Male,38,Bachelors,sourcing,4
20726,Female,29,Bachelors,other,1
40542,Female,28,Bachelors,sourcing,4
36736,Male,37,Bachelors,other,9
4296,Female,37,Bachelors,sourcing,5
43949,Male,30,Bachelors,sourcing,7
74243,Male,29,Bachelors,other,5
22637,Male,20,Bachelors,sourcing,2
65125,Male,35,Masters & above,other,6
50714,Female,29,Bachelors,sourcing,3
44903,Male,31,Bachelors,other,7
43151,Male,33,Bachelors,other,4
46611,Male,23,Bachelors,sourcing,2
19327,Male,33,Bachelors,other,4
47890,Male,43,Masters & above,other,7
49948,Male,31,Bachelors,sourcing,5
17063,Female,32,Masters & above,sourcing,5
55388,Male,32,Bachelors,other,2
65295,Male,38,Masters & above,sourcing,10
77316,Male,30,Bachelors,other,1
59184,Male,28,Bachelors,sourcing,2
4657,Male,42,Bachelors,sourcing,3
68996,Male,36,Masters & above,sourcing,3
4727,Male,42,Masters & above,other,6
56504,Male,25,Below Secondary,sourcing,1
18876,Male,28,Bachelors,other,4
46563,Male,30,Bachelors,other,4
21582,Male,27,Bachelors,other,5
36113,Male,23,Bachelors,sourcing,1
34548,Male,26,Bachelors,other,3
59008,Male,29,Bachelors,sourcing,3
60091,Male,34,Masters & above,other,9
33042,Male,28,Bachelors,sourcing,5
37852,Male,40,Bachelors,other,2
20449,Male,27,Bachelors,sourcing,4
29021,Male,41,Bachelors,other,7
64338,Male,24,Bachelors,sourcing,2
44535,Male,39,Bachelors,sourcing,5
48615,Male,29,Bachelors,sourcing,1
16991,Female,38,Bachelors,other,9
63405,Male,32,Bachelors,sourcing,4
42881,Male,41,Masters & above,sourcing,3
74838,Male,33,Bachelors,other,2
73149,Female,38,Bachelors,other,4
48834,Male,41,Bachelors,sourcing,10
2459,Male,33,Masters & above,sourcing,8
1519,Female,33,Masters & above,sourcing,2
41442,Female,35,Bachelors,sourcing,6
48688,Female,28,Bachelors,other,2
5099,Female,36,Bachelors,other,3
34779,Male,39,Masters & above,sourcing,2
62714,Female,33,Masters & above,sourcing,4
5724,Female,32,Masters & above,other,5
34000,Male,36,Bachelors,other,4
40805,Female,33,Masters & above,other,2
31,Female,29,Bachelors,other,5
34216,Male,34,Bachelors,other,10
62960,Male,43,Masters & above,sourcing,4
40460,Male,38,Masters & above,other,4
64625,Male,21,Below Secondary,sourcing,2
43733,Male,26,Bachelors,other,2
14546,Female,30,Bachelors,other,5
3861,Male,37,Bachelors,referred,2
21591,Male,39,Bachelors,other,4
42727,Female,49,Masters & above,other,9
64184,Male,27,Bachelors,sourcing,1
66257,Male,31,Bachelors,other,6
23717,Male,30,Bachelors,other,5
18881,Male,25,Bachelors,sourcing,1
46845,Female,24,Below Secondary,other,1
3840,Female,33,Bachelors,sourcing,3
67386,Male,30,Bachelors,sourcing,4
72934,Female,28,Bachelors,other,3
50032,Male,56,Masters & above,sourcing,7
48136,Male,30,Bachelors,other,3
24844,Female,35,Bachelors,sourcing,5
8598,Male,50,Masters & above,sourcing,18
59836,Male,34,Bachelors,sourcing,6
33740,Male,35,Bachelors,sourcing,7
33212,Male,28,Bachelors,other,3
53895,Male,28,Bachelors,other,6
26167,Male,42,Bachelors,other,4
13028,Female,40,Bachelors,other,11
23197,Male,26,Bachelors,sourcing,2
41600,Male,37,Bachelors,other,5
38453,Male,30,Bachelors,other,2
25106,Female,43,Masters & above,other,2
68826,Male,42,Bachelors,other,11
14835,Female,32,Bachelors,other,8
74376,Male,36,Bachelors,other,7
31016,Male,37,Bachelors,sourcing,9
77309,Male,39,Masters & above,other,4
61565,Male,34,Bachelors,other,6
10864,Male,37,Bachelors,sourcing,7
42145,Female,26,Bachelors,sourcing,4
58524,Male,25,Bachelors,sourcing,1
39014,Female,25,Bachelors,sourcing,1
33245,Male,60,Masters & above,other,15
42687,Female,38,Masters & above,sourcing,2
44463,Male,55,Masters & above,other,28
62366,Female,33,Bachelors,sourcing,6
32491,Female,26,Bachelors,other,2
23754,Male,30,Bachelors,other,4
66111,Male,29,Bachelors,sourcing,3
874,Male,31,Masters & above,other,5
34905,Female,33,Masters & above,other,6
19253,Male,27,Bachelors,other,2
10619,Male,38,Bachelors,other,7
56869,Male,42,Bachelors,other,12
66175,Male,32,Bachelors,other,5
56255,Male,50,Bachelors,sourcing,4
69066,Male,29,Bachelors,other,5
30927,Male,51,Masters & above,other,22
65217,Male,38,Masters & above,other,4
60263,Male,29,Bachelors,other,6
54974,Male,33,Masters & above,other,8
67054,Male,47,Masters & above,other,3
66765,Male,29,Bachelors,other,4
21312,Female,39,Masters & above,other,4
23267,Male,33,Masters & above,other,4
4535,Male,33,Bachelors,other,6
23275,Male,31,Bachelors,sourcing,8
6646,Male,33,Bachelors,sourcing,5
72480,Female,33,Masters & above,sourcing,6
76051,Female,29,Bachelors,other,2
12529,Male,28,Bachelors,sourcing,2
52126,Male,34,Bachelors,other,4
66085,Female,34,Masters & above,other,7
40826,Female,55,Masters & above,sourcing,6
60967,Male,25,Below Secondary,other,1
9559,Female,26,Bachelors,other,2
42873,Male,42,Bachelors,other,8
63371,Male,37,Masters & above,referred,8
70005,Male,38,Bachelors,other,2
23918,Male,31,Bachelors,sourcing,5
29479,Female,44,Masters & above,sourcing,7
24516,Male,43,Bachelors,other,14
35905,Male,40,Masters & above,sourcing,10
53240,Male,31,Bachelors,sourcing,5
36074,Male,31,Bachelors,sourcing,6
58702,Male,29,Bachelors,sourcing,7
38183,Male,36,Masters & above,other,8
19073,Female,47,Masters & above,other,3
64659,Male,39,Bachelors,sourcing,5
11450,Male,23,Bachelors,other,2
